"﻿""id. Response ID""",Year Submitted Survey 2, Months Owned (total),oldcarmain,Electric driving range,oldcartype,Discontinuance (inc. purchased lease) 2,Age,Gender,dist1  [Route 1],How many road trips longer than 200 miles round-trip did you or your household complete with each car in the last 12 months (or the time you own the car if less than that)?  [{oldcarmain.NAOK}],{oldcarmain.NAOK} [Safety],Comfort,Refuelling/Recharging costs,Performance,Environmental impacts,"Vehicle Purchase Price (including rebates, discounts, etc.)",Reliability,Electric driving range,Convenience of charging,Driving assistance features,My household's pre-taxed income for the past tax year was in the following range,"Home Charging (L1, L2, None)","Work charging (L1, L2, DC, none)",Concatenate[[s]...s] Public DCFC] 2,MPG second vehicle in HH 2,"Lease (1 lease, 0 other)",lastpage. Last page
3629,2019,47,2016 Chevrolet Volt,53,PHEV,Original,75,Male,6.02,4,5,5,5,5,5,5,5,5,5,5,"$50,000 to $99,999",Level 2,No charging,No charging,,0,40
3630,2019,85,2012 Tesla Model S,271,BEV,Original,75,Male,22.52,3,5,3,5,5,5,4,5,4,5,5,"$350,000 to $399,999",Level 2,,,,0,40
3631,2019,18,2015 Nissan Leaf,84,BEV,Discontinued,75,Male,25.13,0,3,4,5,2,4,2,4,1,4,1,I prefer not to answer,Level 2,No charging,No charging,24,1,40
3632,2019,20,2018 Tesla Model 3 Long Range,310,BEV,Original,35,Male,23.13,5,5,5,4,5,5,1,5,3,4,5,"$200,000 to $249,999",Level 2,No charging,Level 2,,0,40
3633,2019,80,2013 Tesla Model S,271,BEV,Original,55,Male,0.16,0,5,5,5,5,5,5,5,5,5,5,"$250,000 to $299,999",Level 2,,,24,0,40
3634,2019,19,2018 Tesla Model 3 Long Range,310,BEV,Original,35,Male,30.07,4,5,4,5,5,5,4,5,5,5,5,"$100,000 to $149,999",Level 2,Level 2,No charging,24,0,40
3635,2019,46,2016 Ford C-Max Energi,20,PHEV,Continued,65,Male,44.04,3,5,5,4,5,5,4,5,2,2,3,"$150,000 to $199,999",Level 2,Level 2,No charging,24,1,40
3636,2019,46,2016 Nissan Leaf,84,BEV,Original,80,Male,,0,,,,,,,,,,,,Level 2,No charging,No charging,30,0,17
3637,2019,30,2015 BMW i3,81,PHEV,Discontinued,35,Decline to state,14.35,0,5,5,4,5,4,4,4,1,2,5,"$50,000 to $99,999",Level 2,No charging,No charging,41,1,40
3638,2019,33,2017 Chevrolet Volt,53,PHEV,Original,45,Male,5.04,4,4,4,5,4,5,5,5,5,4,3,"$50,000 to $99,999",Level 1,Level 2,No charging,,0,40
3640,2019,38,2016 Tesla Model X,270,BEV,Original,55,Male,158.2,3,5,1,1,4,5,1,5,1,1,4,"$300,000 to $349,999",Level 2,No charging,Level 2,24,0,40
3641,2019,34,2017 BMW i3,81,PHEV,Original,55,Male,3.21,0,4,4,5,5,5,4,5,3,4,3,"$250,000 to $299,999",Level 1,Level 1,Level 1,42,1,40
3642,2019,65,2014 Ford C-Max Energi,20,PHEV,Original,45,Male,15.78,0,5,4,5,2,4,4,4,2,4,3,"$450,000 to $499,999",Level 2,,,105,0,40
3643,2019,61,2014 Fiat 500e,87,BEV,Original,75,Male,,0,5,5,5,5,5,5,5,5,5,3,"$300,000 to $349,999",Level 2,,,98,0,40
3644,2019,23,2018 Honda Clarity Plug-in Hybrid,48,PHEV,Original,75,Male,12.29,6,5,5,5,5,5,5,5,5,5,5,"$50,000 to $99,999",Level 2,No charging,No charging,16,0,40
3645,2019,49,2016 Chevrolet Volt,53,PHEV,Original,55,Male,12.61,10,4,4,4,2,3,5,4,5,4,2,"$450,000 to $499,999",Level 2,No charging,No charging,27,0,40
3646,2019,36,2015 Nissan Leaf,84,BEV,Continued,45,Male,2.57,0,5,5,5,5,5,5,5,4,5,5,"$200,000 to $249,999",Level 1,DC Fast,No charging,24,1,40
3647,2019,35,2016 Volkswagen e-Golf,84,BEV,Discontinued,35,Female,19.9,0,,,,,,,,,,,,Level 1,Level 2,Level 2,50,1,19
3648,2019,,2013 Tesla Model S,271,BEV,Original,,,,0,,,,,,,,,,,,No Charging,,DC Fast,,0,1
3649,2019,108,2008 Tesla Roadster,245,BEV,Original,65,Male,0.58,1,5,5,5,5,5,3,5,4,5,5,"$300,000 to $349,999",Level 2,,Level 2,89,0,40
3650,2019,,2016 Toyota Mirai,300,,Original,45,Male,7.32,0,5,5,3,5,5,5,5,5,5,5,"$100,000 to $149,999",No Charging,,,,0,40
3651,2019,36,2016 Fiat 500e,87,BEV,Discontinued,55,Male,,0,5,5,5,5,5,5,5,2,5,5,"$150,000 to $199,999",Level 1,Level 2,No charging,28,1,40
3653,2019,37,2016 Nissan Leaf,84,BEV,Continued,45,Male,7.75,0,5,5,4,4,3,5,3,2,3,3,"$100,000 to $149,999",Level 1,No charging,DC Fast,17,1,40
3654,2019,68,2014 Chevrolet Volt,53,PHEV,Original,45,Male,8.31,0,5,4,5,4,5,3,3,2,3,4,"$250,000 to $299,999",Level 2,,Level 2,16,0,40
3655,2019,24,2017 Toyota Prius Prime,25,PHEV,Original,65,Male,14.15,1,5,5,5,5,5,5,5,5,5,5,I prefer not to answer,Level 1,Level 2,No charging,28,0,40
3656,2019,35,2016 Tesla Model S,271,BEV,Original,35,Male,25.38,2,5,5,5,5,5,4,3,5,5,5,"$150,000 to $199,999",Level 2,No charging,No charging,116,0,40
3657,2019,21,2018 Tesla Model 3 Long Range,310,BEV,Original,55,Male,5.1,0,5,5,5,5,5,5,5,5,5,5,"$150,000 to $199,999",Level 2,No charging,No charging,103,0,40
3658,2019,,2014 Fiat 500e,87,BEV,Original,,,,0,,,,,,,,,,,,Level 1,,,50,1,1
3659,2019,32,2017 Toyota Prius Prime,25,PHEV,Original,45,Male,29.41,0,5,5,5,5,5,5,5,5,5,5,"$150,000 to $199,999",Level 1,No charging,No charging,94,0,40
3660,2019,21,2017 Toyota Prius Prime,25,PHEV,Original,45,Female,3.9,1,5,5,4,5,5,5,5,5,5,5,"Less than $50,000",No Charging,Level 1,Level 1,24,1,40
3661,2019,30,2015 BMW i3,81,PHEV,Continued,55,Male,2.05,0,3,3,5,4,5,4,4,1,4,3,I prefer not to answer,Level 2,No charging,No charging,26,1,40
3662,2019,35,2016 Fiat 500e,87,BEV,Discontinued,75,Male,4.98,0,3,3,4,4,5,5,5,2,1,4,"$50,000 to $99,999",Level 1,Level 2,No charging,31,1,40
3663,2019,,2016 Toyota Mirai,300,,Original,,,,0,,,,,,,,,,,,No Charging,,,,0,1
3664,2019,48,2016 Ford Fusion Energi,20,PHEV,Continued,45,Male,27.75,6,5,5,5,4,5,5,3,4,3,4,"$100,000 to $149,999",Level 1,No charging,No charging,24,1,40
3665,2019,21,2017 Toyota Prius Prime,25,PHEV,Original,35,Male,3.13,0,4,4,5,3,3,5,5,4,5,4,"$100,000 to $149,999",Level 1,No charging,No charging,24,0,40
3666,2019,25,2017 Chevrolet Bolt EV,238,BEV,Continued,65,Male,68.71,0,4,3,2,5,5,5,5,2,4,4,"$50,000 to $99,999",Level 2,Level 1,DC Fast,114,0,40
3667,2019,32,2017 Toyota Prius Prime,25,PHEV,Original,25,Male,37.39,0,5,4,5,5,5,5,5,2,4,5,"$200,000 to $249,999",Level 2,No charging,No charging,15,0,40
3668,2019,21,2018 Nissan Leaf,84,BEV,Original,35,Male,,0,5,4,5,5,5,5,5,2,3,3,"$150,000 to $199,999",Level 1,No charging,No charging,,0,40
3669,2019,47,2014 BMW i3,81,PHEV,Original,,,,0,,,,,,,,,,,,Level 2,No charging,No charging,16,1,7
3670,2019,20,2018 Tesla Model 3 Long Range,310,BEV,Original,65,Male,9.42,5,5,4,5,5,5,4,5,5,5,5,"$200,000 to $249,999",Level 2,No charging,DC Fast,48,0,40
3671,2019,35,2016 Kia Soul EV,111,BEV,Continued,55,Female,,0,,,,,,,,,,,,Level 2,No charging,No charging,18,1,15
3672,2019,21,2018 Honda Clarity Plug-in Hybrid,48,PHEV,Original,35,Female,10.67,1,3,5,4,3,5,3,3,4,3,3,"$150,000 to $199,999",Level 1,Level 2,No charging,29,1,40
3673,2019,,2011 Nissan Leaf,84,BEV,Discontinued,25,Female,15.07,0,4,5,1,5,4,3,2,1,1,3,"$50,000 to $99,999",No Charging,,,,0,40
3674,2019,26,2016 Audi A3 Sportback e-tron,16,PHEV,Continued,45,Female,50.34,0,5,5,5,5,5,4,5,4,5,5,"$100,000 to $149,999",Level 1,No charging,No charging,24,1,40
3675,2019,78,2013 Chevrolet Volt,53,PHEV,Original,,,,0,,,,,,,,,,,,Level 1,,,24,0,10
3677,2019,34,2017 Toyota Prius Prime,25,PHEV,Original,35,Male,22.64,3,5,5,5,3,5,4,5,3,5,5,"$50,000 to $99,999",Level 2,No charging,No charging,112,0,40
3678,2019,,2016 Nissan Leaf,84,BEV,Original,,,,0,,,,,,,,,,,,No Charging,Level 2,DC Fast,35,0,1
3679,2019,47,2016 Tesla Model S,271,BEV,Continued,45,Male,12.03,0,5,5,5,5,5,3,5,4,3,4,"$500,000 or more",No Charging,Level 2,DC Fast,50,1,40
3680,2019,26,2014 BMW i3,81,PHEV,Discontinued,65,Male,,0,5,5,5,5,5,4,5,2,5,4,"$100,000 to $149,999",Level 1,No charging,No charging,18,1,40
3681,2019,36,2014 Fiat 500e,87,BEV,Continued,55,Male,25.48,0,,,,,,,,,,,,Level 2,,Level 2,24,1,19
3682,2019,22,2017 Chevrolet Bolt EV,238,BEV,Original,35,Male,15.28,2,5,5,5,5,5,4,5,4,4,5,"$100,000 to $149,999",Level 2,Level 2,No charging,35,1,40
3683,2019,20,2018 Chevrolet Volt,53,PHEV,Original,25,Male,,0,,,,,,,,,,,,No Charging,No charging,Level 2,24,1,16
3684,2019,23,2017 Tesla Model X AWD - 100D,295,BEV,Original,80,Male,7.26,20,5,5,5,5,5,4,5,5,2,5,"$100,000 to $149,999",Level 2,No charging,No charging,24,0,40
3685,2019,36,2016 Volkswagen e-Golf,84,BEV,Continued,55,Male,30.91,0,3,4,2,4,4,3,5,2,1,5,"$350,000 to $399,999",Level 1,Level 2,No charging,26,1,40
3686,2019,19,2018 Tesla Model 3 Long Range,310,BEV,Original,65,Male,11.79,6,5,5,5,5,5,5,5,5,4,5,"$150,000 to $199,999",No Charging,Level 2,No charging,18,0,40
3687,2019,24,2017 Honda Clarity EV,89,BEV,Original,55,Male,39.48,0,5,5,5,5,5,5,5,1,5,5,"$250,000 to $299,999",Level 2,No charging,DC Fast,89,1,40
3688,2019,23,2017 BMW i3 REX  (94 Amp-hour battery),114,PHEV,Original,65,Male,1.17,0,5,5,5,5,5,5,5,4,5,5,"$100,000 to $149,999",Level 1,Level 1,No charging,28,1,40
3689,2019,36,2015 Chevrolet Volt,53,PHEV,Continued,45,Male,,0,5,5,5,5,5,5,5,5,5,5,"$150,000 to $199,999",Level 1,No charging,No charging,26,1,40
3690,2019,39,2016 Hyundai Sonata Plug-in Hybrid,28,PHEV,Original,65,Male,11.63,2,5,4,4,5,5,5,5,5,5,5,"$50,000 to $99,999",Level 1,No charging,Level 2,40,0,40
3691,2019,23,2017 Chevrolet Bolt EV,238,BEV,Original,75,Male,,1,5,5,5,5,5,5,5,5,5,4,"$300,000 to $349,999",Level 1,No charging,No charging,37,0,40
3692,2019,24,2016 Nissan Leaf,84,BEV,Discontinued,45,Male,,0,,,,,,,,,,,,No Charging,Level 2,DC Fast,23,1,16
3693,2019,34,2013 Ford C-Max Energi,20,PHEV,Continued,75,Female,5,0,5,5,5,5,5,4,5,1,4,3,I prefer not to answer,Level 1,,,,1,40
3694,2019,35,2015 Ford Fusion Energi,20,PHEV,Continued,45,Male,16.84,0,5,4,4,4,3,3,3,2,4,4,"$150,000 to $199,999",Level 1,No charging,No charging,24,1,40
3695,2019,35,2016 Nissan Leaf,84,BEV,Original,45,Female,36.87,0,5,5,5,5,5,5,5,5,5,2,"$400,000 to $449,999",Level 1,Level 2,DC Fast,27,0,40
3696,2019,23,2018 Honda Clarity Plug-in Hybrid,48,PHEV,Original,75,Female,1.43,2,5,5,5,5,5,4,5,2,2,5,"$50,000 to $99,999",Level 1,No charging,Level 2,,0,40
3697,2019,79,2013 Toyota Prius Plug-in,11,PHEV,Original,45,Female,3.96,0,,,,,,,,,,,,Level 1,Level 1,Level 1,46,0,27
3699,2019,,2012 Nissan Leaf,84,BEV,Original,45,Male,,0,,,,,,,,,,,,No Charging,,,,0,13
3700,2019,71,2013 Tesla Model S,271,BEV,Original,65,Male,4.44,0,5,4,5,5,5,5,4,4,5,4,"$150,000 to $199,999",No Charging,,,24,0,40
3701,2019,20,2018 Tesla Model 3 Long Range,310,BEV,Original,65,Male,5.13,8,5,5,5,5,5,5,5,5,5,5,"$100,000 to $149,999",Level 2,No charging,No charging,24,0,40
3702,2019,52,2015 Tesla Model S,271,BEV,Original,45,Male,5.52,6,5,5,5,5,5,4,5,5,5,5,I prefer not to answer,Level 2,No charging,No charging,24,0,40
3703,2019,71,2014 Ford Fusion Energi,20,PHEV,Original,55,Male,6.11,3,5,5,5,5,5,5,5,2,5,5,"$250,000 to $299,999",Level 1,,,24,0,40
3704,2019,36,2016 BMW i3,81,PHEV,Continued,65,Male,4.57,0,5,5,5,5,5,4,5,5,5,4,"$200,000 to $249,999",Level 2,No charging,No charging,24,1,40
3705,2019,26,2014 Chevrolet Spark EV,82,BEV,Original,,,,0,,,,,,,,,,,,Level 2,,Level 2,24,0,6
3706,2019,37,2016 BMW i3,81,PHEV,Continued,45,Male,14.71,0,5,5,5,5,5,5,5,4,4,2,"$350,000 to $399,999",Level 1,Level 2,No charging,24,1,40
3707,2019,34,2015 Ford Fusion Energi,20,PHEV,Discontinued,45,Female,34.21,0,5,5,5,5,5,4,5,2,4,3,"$50,000 to $99,999",Level 1,Level 2,No charging,25,1,40
3708,2019,34,2016 Tesla Model X,270,BEV,Original,45,Female,1.49,1,5,5,5,5,5,5,5,5,5,5,"$300,000 to $349,999",Level 2,No charging,No charging,89,1,40
3709,2019,21,2017 Volkswagen e-Golf,84,BEV,Original,65,Male,4.56,0,5,5,5,5,5,5,5,4,5,4,"Less than $50,000",Level 2,Level 2,No charging,,0,40
3710,2019,65,2014 Ford Fusion Energi,20,PHEV,Original,75,Male,5.68,0,5,5,5,5,5,5,5,5,5,5,"$50,000 to $99,999",Level 1,,,15,0,40
3711,2019,49,2014 Fiat 500e,87,BEV,Discontinued,35,Male,8.77,0,,,,,,,,,,,,Level 1,,,27,1,28
3712,2019,44,2016 Tesla Model S,271,BEV,Original,,,,0,,,,,,,,,,,,Level 2,Level 2,DC Fast,24,0,10
3713,2019,21,2018 Honda Clarity Plug-in Hybrid,48,PHEV,Original,45,Male,9.66,4,5,5,5,4,5,5,5,4,5,5,"$150,000 to $199,999",Level 1,Level 2,Level 2,103,1,40
3714,2019,66,2014 BMW i3,81,PHEV,Original,65,Male,10.37,0,5,5,5,5,5,2,2,3,3,3,"$250,000 to $299,999",Level 2,,,24,0,40
3715,2019,79,2012 Toyota Prius Plug-in,11,PHEV,Discontinued,45,Male,14.81,0,4,3,4,3,3,2,4,2,1,1,"$150,000 to $199,999",No Charging,,,24,0,40
3716,2019,24,2017 Kia Optima Plug-in Hybrid,29,PHEV,Original,45,Female,22.04,1,3,4,5,3,5,5,4,3,2,4,"$50,000 to $99,999",No Charging,Level 2,No charging,,1,40
3717,2019,23,2018 Honda Clarity Plug-in Hybrid,48,PHEV,Original,65,Male,65.04,0,5,5,5,5,5,4,5,4,4,5,"$150,000 to $199,999",Level 2,Level 1,No charging,24,0,40
3719,2019,74,2013 Nissan Leaf,84,BEV,Continued,55,Male,28.25,0,4,5,4,4,5,3,5,2,4,3,I prefer not to answer,Level 2,,,42,1,40
3720,2019,83,2013 Ford C-Max Energi,20,PHEV,Original,55,Male,,0,4,4,5,1,5,5,1,3,5,1,"$300,000 to $349,999",Level 2,,,23,0,40
3721,2019,32,2017 Toyota Prius Prime,25,PHEV,Original,55,Male,17.55,5,5,5,5,3,5,5,5,5,4,4,"$150,000 to $199,999",Level 1,No charging,No charging,28,0,40
3722,2019,,2012 Ford Focus Electric,76,BEV,Original,75,Female,4.06,0,5,5,5,5,5,4,5,3,5,5,,No Charging,,,,0,33
3723,2019,22,2017 Tesla Model 3 Long Range,310,BEV,Original,65,Male,3.9,4,5,5,5,5,5,5,5,4,4,4,I prefer not to answer,Level 2,No charging,No charging,38,0,40
3724,2019,48,2015 Ford C-Max Energi,20,PHEV,Original,55,Male,14.84,6,5,5,5,5,5,4,5,3,5,3,"$200,000 to $249,999",Level 1,No charging,No charging,17,0,40
3725,2019,60,2015 Toyota Prius Plug-in,11,PHEV,Original,65,Male,6.12,2,5,5,5,5,5,4,5,2,4,5,"$300,000 to $349,999",Level 1,No charging,No charging,50,0,40
3726,2019,36,2017 Chevrolet Volt,53,PHEV,Continued,35,Male,46.2,0,5,5,5,5,5,3,5,4,5,3,"$50,000 to $99,999",Level 2,No charging,No charging,24,0,40
3727,2019,90,2012 Toyota Prius Plug-in,11,PHEV,Original,55,Male,,0,,,,,,,,,,,,Level 1,,,24,0,16
3728,2019,55,2015 Tesla Model S,271,BEV,Original,80,Male,9.19,6,5,5,5,5,5,4,5,5,5,5,I prefer not to answer,Level 2,No charging,No charging,,0,40
3729,2019,27,2017 Toyota Prius Prime,25,PHEV,Original,80,Female,19.94,0,5,5,5,5,5,5,5,3,4,5,"$50,000 to $99,999",Level 1,No charging,No charging,,0,40
3730,2019,41,2016 Tesla Model X,270,BEV,Original,55,Female,6.91,0,5,5,5,5,5,4,5,4,5,5,I prefer not to answer,Level 2,No charging,No charging,24,0,40
3731,2019,,2017 Toyota Prius Prime,25,PHEV,Original,,,,0,,,,,,,,,,,,No Charging,Level 2,No charging,24,0,1
3732,2019,18,2017 Ford C-MAX Energi Plug-In Hybrid,20,PHEV,Original,75,Male,4.65,2,5,5,5,5,5,5,5,2,5,5,"$100,000 to $149,999",Level 1,No charging,No charging,38,0,40
3733,2019,47,2016 Nissan Leaf,84,BEV,Original,65,Male,29.82,0,4,5,5,3,5,4,1,2,5,3,"$150,000 to $199,999",Level 2,Level 2,DC Fast,28,0,40
3734,2019,28,2017 Chevrolet Bolt EV,238,BEV,Original,45,Male,,0,5,3,5,5,3,4,5,5,5,5,I prefer not to answer,Level 2,No charging,No charging,29,1,40
3735,2019,26,2017 Chevrolet Bolt EV,238,BEV,Original,45,Female,9.65,0,5,5,5,5,5,5,5,5,5,5,"$100,000 to $149,999",Level 2,Level 2,No charging,24,1,40
3736,2019,56,2015 Tesla Model S,271,BEV,Original,,,,0,,,,,,,,,,,,Level 2,Level 2,No charging,26,0,7
3737,2019,48,2012 Nissan Leaf,84,BEV,Continued,55,Female,17.62,0,5,5,5,5,5,5,5,4,4,5,"$250,000 to $299,999",Level 1,Level 1,,17,1,40
3738,2019,20,2018 Tesla Model 3 Long Range,310,BEV,Original,65,Male,23.49,3,5,5,1,5,5,4,5,4,5,5,I prefer not to answer,Level 2,No charging,No charging,26,0,40
3739,2019,20,2018 Chevrolet Volt,53,PHEV,Original,45,Male,24.55,0,3,4,5,4,3,2,1,2,5,2,"$150,000 to $199,999",Level 1,Level 1,Level 1,33,1,40
3740,2019,35,2016 Chevrolet Volt,53,PHEV,Original,65,Male,18.9,3,5,5,5,5,5,5,5,5,4,5,"$200,000 to $249,999",No Charging,,,98,0,33
3741,2019,,2017 Chevrolet Volt,53,PHEV,Original,,,,0,,,,,,,,,,,,Level 2,Level 2,No charging,24,1,1
3742,2019,35,2013 Ford C-Max Energi,20,PHEV,Continued,55,Male,17.39,0,3,2,2,2,4,3,2,2,4,3,"$200,000 to $249,999",Level 1,,,28,0,40
3743,2019,30,2012 Nissan Leaf,84,BEV,Discontinued,45,Male,,0,5,4,5,5,5,5,5,3,5,4,"$300,000 to $349,999",Level 2,,,24,1,40
3744,2019,27,2017 Chevrolet Bolt EV,238,BEV,Original,45,Male,4.36,1,4,3,5,4,4,5,5,5,4,2,"$300,000 to $349,999",Level 2,Level 1,No charging,42,1,40
3745,2019,19,2018 Tesla Model 3 Long Range,310,BEV,Original,35,Female,10.16,0,5,5,5,5,5,4,5,5,3,5,"Less than $50,000",No Charging,No charging,Level 2,,0,40
3746,2019,14,2017 Toyota Prius Prime,25,PHEV,Continued,35,Male,11.57,0,5,5,5,5,5,5,5,5,5,5,"$100,000 to $149,999",Level 2,Level 2,Level 2,95,0,40
3747,2019,20,2018 Tesla Model S 75D,249,BEV,Original,55,Male,2.59,3,5,3,5,5,5,1,1,3,5,5,I prefer not to answer,Level 2,DC Fast,No charging,,0,40
3748,2019,,2018 Tesla Model 3 Long Range,310,BEV,Original,,,,0,,,,,,,,,,,,No Charging,Level 2,DC Fast,24,0,1
3749,2019,58,2014 Ford C-Max Energi,20,PHEV,Continued,75,Male,45.55,0,5,5,5,4,3,4,5,1,5,2,"$150,000 to $199,999",Level 2,,Level 2,50,0,40
3750,2019,67,2012 Toyota Prius Plug-in,11,PHEV,Continued,45,Male,,0,,,,,,,,,,,,Level 1,No charging,No charging,24,0,16
3751,2019,37,2017 Chevrolet Volt,53,PHEV,Original,55,Male,8.1,25,3,3,4,3,4,4,4,4,4,3,"$100,000 to $149,999",Level 1,No charging,No charging,,0,40
3752,2019,26,2017 Chevrolet Volt,53,PHEV,Original,55,Male,19.94,2,5,5,5,5,5,5,5,5,5,5,"$100,000 to $149,999",Level 2,Level 2,No charging,32,0,40
3753,2019,36,2017 Tesla Model S,271,BEV,Discontinued,55,Male,14.03,0,5,5,5,5,5,5,5,5,5,5,"$450,000 to $499,999",Level 2,No charging,No charging,14,1,40
3754,2019,90,2012 Toyota Prius Plug-in,11,PHEV,Original,55,Female,,0,5,4,4,5,4,3,5,4,4,3,"$200,000 to $249,999",Level 1,,,42,0,40
3755,2019,,2016 Toyota Mirai,300,,Continued,55,Female,20.17,0,5,5,5,4,5,5,5,5,4,4,"$150,000 to $199,999",No Charging,,,,0,40
3756,2019,,2015 Nissan Leaf,84,BEV,Original,,,,0,,,,,,,,,,,,Level 1,Level 2,No charging,24,1,1
3757,2019,16,2016 Nissan Leaf,84,BEV,Continued,35,Male,14.47,0,4,4,2,3,5,5,5,2,2,3,"$250,000 to $299,999",No Charging,Level 2,No charging,24,0,40
3758,2019,112,2010 Tesla Roadster,245,BEV,Original,65,Male,10.96,0,2,3,5,5,5,5,3,5,4,2,"$500,000 or more",Level 2,,,23,0,40
3759,2019,24,2016 Ford C-MAX Energi Plug-in Hybrid,20,PHEV,Original,45,Male,39.29,3,4,4,3,4,4,3,4,3,4,5,"$50,000 to $99,999",Level 1,No charging,Level 1,18,1,40
3760,2019,29,2017 Toyota Prius Prime,25,PHEV,Original,,Decline to state,,0,,,,,,,,,,,,Level 2,No charging,No charging,24,0,16
3761,2019,59,2015 Nissan Leaf,84,BEV,Original,55,Female,7.6,0,5,5,5,5,5,5,5,4,5,5,"Less than $50,000",Level 2,No charging,DC Fast,18,0,40
3762,2019,49,2014 Tesla Model S,271,BEV,Continued,,Decline to state,,0,,,,,,,,,,,,Level 2,,DC Fast,25,0,16
3763,2019,32,2018 Tesla Model 3 Long Range,310,BEV,Original,35,Male,4.54,3,5,5,5,5,5,4,5,5,5,5,"$500,000 or more",Level 2,Level 2,Level 2,27,0,40
3764,2019,24,2017 Kia Optima Plug-in Hybrid,29,PHEV,Original,55,Male,21.35,2,5,5,5,4,5,5,4,4,4,3,"$50,000 to $99,999",Level 2,No charging,No charging,34,1,40
3765,2019,80,2013 Toyota Prius Plug-in,11,PHEV,Original,75,Male,9.56,1,5,4,3,4,2,3,2,1,1,3,"$50,000 to $99,999",Level 1,,,,0,40
3766,2019,23,2017 Chevrolet Volt,53,PHEV,Original,25,Male,7.38,2,5,4,5,5,5,5,5,5,5,1,"$100,000 to $149,999",Level 2,No charging,No charging,48,1,40
3767,2019,19,2018 Tesla Model 3 Long Range,310,BEV,Original,45,Male,0.37,1,5,5,5,5,5,4,4,5,5,5,"$100,000 to $149,999",Level 2,No charging,No charging,24,0,40
3768,2019,106,2011 Chevrolet Volt,53,PHEV,Original,75,Male,5.48,1,5,4,5,4,5,4,5,3,5,4,"$100,000 to $149,999",Level 2,,Level 2,23,0,40
3769,2019,36,2016 Nissan Leaf,84,BEV,Continued,35,Female,4.25,0,5,4,5,4,5,5,5,2,5,2,"$350,000 to $399,999",Level 1,Level 1,No charging,24,1,40
3770,2019,23,2017 Chevrolet Bolt EV,238,BEV,Original,55,Female,15.5,0,4,4,4,4,5,4,4,2,3,3,I prefer not to answer,Level 1,Level 2,Level 2,24,1,40
3771,2019,24,2017 Chevrolet Bolt EV,238,BEV,Original,45,Female,,0,,,,,,,,,,,,Level 2,No charging,DC Fast,24,1,16
3772,2019,,2014 Tesla Model S,271,BEV,Original,,,,0,,,,,,,,,,,,Level 2,,Level 2,33,0,1
3774,2019,18,2016 smart fortwo,68,BEV,Continued,65,Male,13.31,0,5,5,5,5,5,5,5,3,5,4,"$100,000 to $149,999",Level 2,Level 2,No charging,28,1,40
3775,2019,56,2015 Tesla Model S,271,BEV,Original,55,Female,3.59,0,5,4,5,5,5,2,5,4,5,2,"$500,000 or more",Level 2,Level 2,No charging,24,0,40
3776,2019,21,2017 Toyota Prius Prime,25,PHEV,Original,45,Male,6.97,3,5,4,5,5,5,5,5,5,5,5,"$200,000 to $249,999",Level 1,No charging,No charging,31,0,40
3777,2019,34,2017 Chevrolet Volt,53,PHEV,Original,,,,0,,,,,,,,,,,,Level 1,No charging,No charging,18,1,1
3778,2019,20,2018 Chevrolet Volt,53,PHEV,Original,25,Male,19.64,3,5,5,5,3,5,5,5,2,5,3,"$100,000 to $149,999",No Charging,Level 2,No charging,24,1,40
3779,2019,,2013 Nissan Leaf,84,BEV,Original,,,,0,,,,,,,,,,,,Level 2,,,24,1,1
3780,2019,35,2015 Fiat 500e,87,BEV,Continued,65,Male,,0,,,,,,,,,,,,Level 2,,,32,1,13
3781,2019,,2016 Volkswagen e-Golf,84,BEV,Original,,,,0,,,,,,,,,,,,Level 1,Level 2,No charging,23,1,1
3782,2019,25,2017 Volkswagen e-Golf,84,BEV,Original,55,Male,2.27,0,4,4,5,5,5,5,5,2,2,4,"$50,000 to $99,999",Level 2,Level 1,DC Fast,,1,40
3783,2019,24,2013 Chevrolet Volt,53,PHEV,Discontinued,45,Male,,0,,,,,,,,,,,,Level 1,,Level 2,24,1,16
3784,2019,21,2018 Chevrolet Bolt EV,238,BEV,Original,75,Genderqueer/non-binary,1.14,0,5,5,5,5,5,5,5,5,5,5,"$100,000 to $149,999",Level 1,Level 1,Level 2,29,0,40
3785,2019,21,2018 Tesla Model 3 Long Range,310,BEV,Original,55,Male,36.69,0,5,5,4,5,5,4,5,5,5,5,,Level 2,No charging,No charging,93,0,33
3786,2019,37,2016 Chevrolet Volt,53,PHEV,Discontinued,35,Male,1.3,0,3,3,5,2,5,5,1,2,2,3,"$50,000 to $99,999",Level 2,Level 2,No charging,,0,40
3787,2019,36,2017 Chevrolet Volt,53,PHEV,Continued,75,Male,3.71,0,5,5,5,5,5,5,5,5,5,5,"$150,000 to $199,999",Level 2,No charging,No charging,26,0,40
3788,2019,64,2014 Toyota Prius Plug-in,11,PHEV,Continued,,,,0,,,,,,,,,,,,No Charging,,,,1,11
3789,2019,36,2015 Chevrolet Volt,53,PHEV,Continued,65,Male,8.78,0,5,4,5,5,5,5,5,5,5,5,"$150,000 to $199,999",Level 2,No charging,No charging,30,1,40
3790,2019,,2012 Chevrolet Volt,53,PHEV,Continued,65,Male,80.3,0,,,,,,,,,,,,No Charging,,,,0,27
3792,2019,22,2017 Chevrolet Bolt EV,238,BEV,Original,35,Female,12.99,0,2,2,5,5,5,2,4,5,5,3,"$200,000 to $249,999",Level 2,No charging,No charging,52,1,40
